 NS,EW,UD
-3.053,0.395,0.608
-3.059,0.051,0.645
-2.972,-0.002,0.722
-2.777,0.315,0.972
-2.448,0.801,1.145
-2.129,1.334,1.297
-1.694,1.772,1.244
-1.032,1.955,1.033
-0.342,1.778,0.786
0.336,1.182,0.429
0.889,0.43,0.086
1.358,-0.26,-0.32
1.875,-0.76,-0.786
2.405,-1.078,-1.086
2.869,-1.016,-1.278
3.123,-0.544,-1.338
3.156,0.062,-1.492
3.01,0.426,-1.731
2.789,0.399,-1.85
2.662,-0.039,-1.658
2.547,-0.518,-1.099
2.43,-0.992,-0.326
2.426,-1.402,0.295
2.52,-1.794,0.75
2.452,-2.053,0.923
2.163,-2.127,0.869
1.799,-2.2,0.69
1.321,-2.162,0.394
0.811,-1.843,0.123
0.181,-1.257,0.27
-0.633,-0.505,0.72
-1.544,0.221,1.256
-2.334,0.725,1.592
-3.009,1.082,1.494
-3.515,1.263,1.11
-3.777,1.364,0.534
-3.704,1.5,-0.07
-3.295,1.749,-0.496
-2.564,2.059,-0.775
-1.875,2.321,-0.9
-1.281,2.441,-0.877
-0.812,2.143,-0.689
-0.506,1.618,-0.576
-0.311,0.934,-0.69
0.037,0.179,-0.832
0.397,-0.367,-0.88
0.682,-0.717,-0.784
0.993,-0.784,-0.502
1.237,-0.758,-0.221
1.583,-0.91,-0.046
1.988,-1.235,0.03
2.241,-1.571,0.027
2.236,-1.67,0.096
2.052,-1.46,0.235
1.824,-1.178,0.584
1.664,-1.014,1.158
1.482,-0.818,1.528
1.192,-0.572,1.501
0.906,-0.496,1.031
0.573,-0.408,0.639
0.183,-0.237,0.374
-0.096,-0.042,0.256
-0.309,0.224,-0.028
-0.438,0.503,-0.344
-0.411,0.6,-0.672
-0.317,0.584,-0.918
-0.315,0.493,-1.021
-0.385,0.542,-1.175
-0.611,0.757,-1.28
-0.823,0.986,-1.224
-0.892,1.195,-0.907
-0.811,1.384,-0.56
-0.562,1.53,-0.127
-0.453,1.637,0.366
-0.518,1.429,0.639
-0.746,0.995,0.762
-1.171,0.505,0.712
-1.541,-0.011,0.562
-1.746,-0.408,0.465
-1.856,-0.516,0.435
-1.889,-0.401,0.461
-1.768,-0.178,0.517
-1.637,-0.096,0.63
-1.377,-0.102,0.503
-1.128,-0.258,0.083
-0.918,-0.673,-0.37
-0.604,-1.222,-0.794
-0.274,-1.817,-0.936
0.109,-2.194,-0.977
0.545,-2.296,-0.856
1.034,-2.109,-0.567
1.501,-1.74,-0.345
1.793,-1.281,-0.235
2.009,-0.797,-0.284
2.039,-0.493,-0.451
2.113,-0.413,-0.547
2.029,-0.565,-0.366
1.761,-0.585,-0.123
1.419,-0.571,0.038
1.002,-0.624,0.071
0.639,-0.647,0.192
0.315,-0.418,0.486
-0.057,0.08,0.796
-0.375,0.878,0.942
-0.372,1.64,1.035
-0.31,2.348,1.02
-0.37,2.822,1.019
-0.614,2.996,0.874
-0.964,2.871,0.66
-1.288,2.631,0.373
-1.373,2.235,0.001
-1.18,1.698,-0.287
-0.846,1.184,-0.609
-0.481,0.846,-0.929
-0.302,0.584,-1.266
-0.348,0.45,-1.514
-0.523,0.442,-1.644
-0.756,0.512,-1.486
-0.888,0.435,-1.036
-0.861,0.24,-0.488
-0.878,0.082,-0.139
-1.017,-0.041,0.078
-1.144,-0.195,0.276
-1.275,-0.704,0.548
-1.321,-1.399,0.753
-1.313,-1.907,0.756
-1.189,-2.232,0.712
-1.06,-2.281,0.754
-0.919,-2.293,0.95
-0.704,-2.28,1.047
-0.488,-2.043,1.121
-0.309,-1.56,0.992
-0.001,-1.157,0.89
0.272,-1.069,0.843
0.51,-1.069,0.721
0.718,-1.079,0.441
0.79,-0.911,0.005
0.857,-0.667,-0.342
0.96,-0.411,-0.699
1.22,-0.281,-1.124
1.623,-0.303,-1.44
2.213,-0.381,-1.36
2.73,-0.319,-1.062
3.038,-0.021,-0.655
3.319,0.401,-0.269
3.54,0.789,0.047
3.68,1.066,0.162
3.671,1.273,0.214
3.305,1.501,0.207
2.711,1.749,0.122
2.028,1.875,0.094
1.277,1.914,0.166
0.45,1.935,0.378
-0.317,1.989,0.532
-0.933,2.108,0.505
-1.37,2.263,0.485
-1.646,2.309,0.554
-1.9,2.165,0.698
-2.228,1.816,0.829
-2.476,1.368,0.861
-2.794,0.828,0.674
-3.099,0.273,0.4
-3.226,-0.248,0.065
-3.188,-0.564,-0.344
-2.897,-0.718,-0.613
-2.457,-0.729,-0.733
-1.952,-0.742,-0.777
-1.498,-0.784,-0.783
-1.025,-0.861,-0.841
-0.626,-1.126,-0.744
-0.333,-1.601,-0.568
-0.089,-2.029,-0.291
0.121,-2.217,-0.039
0.436,-2.167,0.166
0.883,-1.947,0.327
1.32,-1.551,0.345
1.661,-1.117,0.225
1.934,-0.76,0.051
2.057,-0.562,-0.095
2.126,-0.709,-0.078
2.216,-0.924,-0.105
2.249,-1.115,-0.339
2.303,-1.163,-0.601
2.375,-0.999,-0.704
2.224,-0.682,-0.535
1.827,-0.155,-0.352
1.382,0.289,-0.184
0.834,0.495,-0.187
0.261,0.566,-0.131
-0.403,0.538,-0.014
-1.058,0.48,0.168
-1.63,0.462,0.425
-1.814,0.486,0.687
-1.764,0.632,0.841
-1.675,0.994,0.94
-1.661,1.473,0.987
-1.705,1.972,0.798
-1.754,2.306,0.484
-1.777,2.565,0.144
-1.697,2.723,-0.153
-1.612,2.764,-0.534
-1.398,2.838,-0.975
-1.049,2.913,-1.277
-0.519,2.748,-1.387
0.096,2.281,-1.231
0.591,1.702,-0.89
0.802,1.209,-0.627
0.804,0.915,-0.427
0.698,0.525,-0.172
0.607,-0.04,0.056
0.619,-0.821,0.289
0.732,-1.7,0.567
0.957,-2.461,0.74
1.138,-3.048,0.768
1.174,-3.277,0.817
1.176,-3.191,0.806
1.058,-2.969,0.929
0.893,-2.75,0.893
0.711,-2.506,0.803
0.494,-2.248,0.547
0.217,-2.117,0.342
0.117,-2.15,0.124
0.034,-2.132,-0.152
-0.026,-2.002,-0.56
-0.069,-1.686,-0.789
-0.083,-1.064,-0.833
-0.16,-0.367,-0.819
-0.271,0.267,-0.664
-0.464,0.646,-0.661
-0.69,0.812,-0.945
-0.814,0.831,-1.219
-0.814,0.765,-1.162
-0.732,0.608,-0.788
-0.545,0.506,-0.168
-0.135,0.405,0.319
0.311,0.335,0.644
0.584,0.172,0.92
0.649,-0.04,1.074
0.442,-0.107,1.053
0.069,-0.065,0.961
-0.349,0.215,0.746
-0.697,0.62,0.575
-0.987,1.162,0.523
-1.086,1.546,0.598
-1.121,1.831,0.547
-1.116,2.156,0.101
-1.26,2.439,-0.436
-1.398,2.559,-0.832
-1.377,2.454,-0.949
-1.208,2.231,-1.068
-0.809,2.036,-0.889
-0.396,1.751,-0.55
0.002,1.309,0.007
0.385,0.731,0.571
0.804,0.043,0.705
1.145,-0.449,0.42
1.455,-0.797,-0.129
1.653,-1.149,-0.456
1.682,-1.477,-0.531
1.578,-1.697,-0.473
1.479,-1.887,-0.404
1.351,-2.17,-0.466
1.226,-2.435,-0.397
1.023,-2.535,-0.356
0.769,-2.551,-0.335
0.568,-2.557,-0.081
0.306,-2.373,0.164
-0.11,-1.95,0.388
-0.52,-1.295,0.546
-0.885,-0.624,0.813
-1.117,-0.162,0.93
-1.146,0.024,0.889
-1.073,0.107,0.634
-0.97,0.228,0.238
-0.773,0.371,-0.039
-0.538,0.514,-0.201
-0.337,0.665,-0.309
-0.199,0.953,-0.582
-0.247,1.367,-0.88
-0.29,1.743,-1.017
-0.306,1.934,-0.822
-0.155,1.959,-0.446
0.232,1.814,-0.025
0.8,1.411,0.359
1.355,0.845,0.591
1.805,0.178,0.697
1.937,-0.274,0.635
1.823,-0.477,0.412
1.568,-0.367,0.057
1.298,-0.064,-0.189
1.013,0.304,-0.239
0.672,0.725,-0.095
0.24,1.227,-0.064
-0.238,1.672,-0.032
-0.723,2.01,-0.139
-1.238,2.222,-0.12
-1.569,2.117,-0.171
-1.622,1.543,-0.23
-1.461,0.697,-0.257
-1.16,-0.274,-0.3
-0.807,-1.213,-0.186
-0.528,-1.944,0.069
-0.297,-2.509,0.336
-0.111,-2.778,0.367
-0.01,-2.658,0.18
-0.027,-2.178,-0.098
-0.127,-1.615,-0.256
-0.257,-1.095,-0.447
-0.374,-0.818,-0.473
-0.58,-0.612,-0.449
-0.761,-0.526,-0.327
-0.851,-0.49,-0.174
-0.781,-0.37,0.107
-0.523,-0.321,0.581
-0.039,-0.324,1.141
0.348,-0.441,1.66
0.532,-0.322,1.903
0.56,0.121,1.871
0.41,0.694,1.498
0.253,1.26,1.087
0.12,1.653,0.559
0.12,1.893,-0.014
0.122,1.944,-0.493
0.293,1.873,-0.932
0.584,1.712,-1.377
0.941,1.587,-1.766
1.305,1.485,-2.034
1.612,1.373,-2.136
1.752,1.211,-2.018
1.739,1.027,-1.612
1.544,0.997,-1.147
1.224,1.042,-0.705
0.893,0.977,-0.333
0.621,0.679,0.125
0.303,0.269,0.552
-0.146,-0.177,0.758
-0.726,-0.537,0.812
-1.374,-0.861,0.7
-1.922,-1.249,0.656
-2.389,-1.645,0.663
-2.725,-1.885,0.719
-2.957,-1.946,0.727
-2.97,-1.885,0.793
-2.83,-1.659,0.97
-2.581,-1.363,1.146
-2.313,-1.191,1.126
-2.089,-1.319,0.96
-1.84,-1.573,0.637
-1.681,-1.804,0.22
-1.479,-1.782,-0.279
-1.053,-1.645,-0.591
-0.354,-1.61,-0.659
0.598,-1.642,-0.658
1.536,-1.612,-0.607
2.275,-1.356,-0.622
2.803,-0.928,-0.533
3.169,-0.498,-0.519
3.436,0.025,-0.509
3.519,0.555,-0.317
3.405,1.079,-0.13
3.17,1.567,0.109
2.871,1.746,0.266
2.508,1.763,0.419
2.149,1.657,0.479
1.871,1.598,0.465
1.623,1.693,0.339
1.386,2.074,0.237
1.091,2.467,0.296
0.719,2.792,0.39
0.246,3.033,0.33
-0.335,3.23,0.066
-1.012,3.21,-0.229
-1.544,2.909,-0.453
-1.701,2.274,-0.455
-1.632,1.386,-0.384
-1.463,0.57,-0.335
-1.327,0,-0.469
-1.194,-0.35,-0.51
-1.071,-0.698,-0.499
-0.889,-1.078,-0.342
-0.826,-1.413,-0.249
-0.861,-1.548,-0.221
-1.001,-1.746,-0.232
-1.22,-1.99,-0.254
-1.448,-2.342,-0.196
-1.593,-2.671,-0.124
-1.63,-2.842,-0.034
-1.615,-2.939,0.044
-1.512,-2.863,0.166
-1.306,-2.442,0.273
-1.022,-1.826,0.325
-0.686,-1.214,0.364
-0.255,-0.735,0.477
0.111,-0.289,0.58
0.359,0.129,0.66
0.439,0.426,0.459
0.523,0.634,0.181
0.562,0.649,-0.209
0.605,0.687,-0.484
0.588,0.793,-0.664
0.516,0.961,-0.78
0.437,1.188,-0.892
0.433,1.373,-0.936
0.431,1.66,-0.874
0.444,1.902,-0.726
0.463,2.139,-0.544
0.567,2.097,-0.207
0.672,1.871,0.183
0.816,1.479,0.387
0.9,1.179,0.374
0.937,1.018,0.222
0.954,0.917,0.174
0.97,0.771,0.259
1.089,0.51,0.4
1.259,0.174,0.422
1.356,-0.213,0.391
1.38,-0.555,0.358
1.444,-0.927,0.341
1.446,-1.234,0.326
1.358,-1.47,0.245
1.181,-1.626,0.146
0.918,-1.68,0.085
0.477,-1.769,0.055
-0.013,-1.779,-0.019
-0.544,-1.908,-0.189
-1.055,-2.064,-0.354
-1.454,-2.09,-0.591
-1.717,-1.979,-0.712
-1.825,-1.706,-0.69
-1.814,-1.338,-0.573
-1.633,-0.971,-0.3
-1.404,-0.532,-0.153
-1.195,0.096,-0.021
-1.15,0.623,0.177
-1.192,1.11,0.427
-1.425,1.56,0.542
-1.635,1.941,0.418
-1.733,2.074,0.171
-1.708,2.008,-0.046
-1.466,1.907,-0.049
-1.147,1.788,0.019
-0.691,1.671,0.174
-0.223,1.527,0.322
0.381,1.365,0.514
0.894,1.228,0.709
1.181,1.115,0.8
1.316,1.084,0.665
1.448,1.128,0.252
1.544,1.097,-0.148
1.669,0.882,-0.268
1.788,0.558,-0.272
1.822,0.129,-0.327
1.836,-0.413,-0.423
1.77,-0.971,-0.469
1.643,-1.494,-0.352
1.42,-1.904,-0.178
1.19,-2.275,0.022
1.056,-2.513,0.17
0.981,-2.695,0.224
0.969,-2.757,0.237
0.909,-2.603,0.229
0.943,-2.343,0.311
1.01,-2.198,0.31
0.947,-2.108,0.188
0.801,-2.042,-0.061
0.428,-1.826,-0.324
-0.161,-1.471,-0.588
-0.719,-1.216,-0.779
-1.222,-0.968,-0.856
-1.637,-0.647,-0.79
-1.989,-0.021,-0.625
-2.239,0.637,-0.406
-2.356,1.278,-0.072
-2.404,1.921,0.307
-2.462,2.44,0.505
-2.454,2.855,0.601
-2.455,3.042,0.633
-2.39,3.059,0.689
-2.214,2.956,0.828
-1.942,2.898,0.953
-1.646,2.886,0.97
-1.329,2.798,0.72
-0.99,2.537,0.356
-0.65,2.106,-0.02
-0.237,1.538,-0.204
0.185,0.969,-0.336
0.658,0.518,-0.473
1.179,0.17,-0.452
1.706,-0.161,-0.359
2.176,-0.401,-0.217
2.423,-0.496,-0.136
2.476,-0.464,-0.272
2.405,-0.513,-0.389
2.395,-0.81,-0.547
2.392,-1.338,-0.683
2.326,-1.858,-0.709
2.137,-2.264,-0.683
1.798,-2.465,-0.574
1.363,-2.512,-0.418
0.852,-2.411,-0.069
0.373,-2.29,0.246
-0.032,-2.222,0.515
-0.346,-2.161,0.814
-0.566,-2.101,0.999
-0.767,-1.875,1.048
-0.896,-1.442,1.007
-0.898,-0.999,0.984
-0.775,-0.467,0.786
-0.721,-0.007,0.524
-0.738,0.551,0.114
-0.81,1.038,-0.334
-0.893,1.481,-0.744
-0.87,1.871,-0.976
-0.8,2.152,-1.136
-0.612,2.422,-1.19
-0.42,2.603,-1.098
-0.221,2.704,-0.865
-0.195,2.707,-0.703
-0.174,2.613,-0.53
-0.225,2.384,-0.376
-0.3,2.031,-0.155
-0.436,1.744,0.141
-0.601,1.46,0.49
-0.803,1.168,0.634
-0.965,0.808,0.711
-1.07,0.458,0.72
-1.121,0.078,0.632
-1.093,-0.284,0.656
-0.967,-0.671,0.671
-0.729,-0.992,0.668
-0.42,-1.309,0.571
-0.138,-1.577,0.399
0.047,-1.744,0.151
0.15,-1.766,-0.034
0.26,-1.665,-0.217
0.426,-1.541,-0.276
0.58,-1.323,-0.309
0.797,-1.155,-0.37
0.947,-1.003,-0.33
1.113,-0.879,-0.417
1.205,-0.768,-0.427
1.284,-0.682,-0.504
1.322,-0.565,-0.513
1.362,-0.48,-0.545
1.288,-0.477,-0.531
1.135,-0.512,-0.523
0.978,-0.565,-0.585
0.811,-0.678,-0.635
0.635,-0.693,-0.663
0.5,-0.677,-0.503
0.357,-0.548,-0.254
0.199,-0.276,-0.036
-0.073,0.036,0.193
-0.446,0.325,0.48
-0.907,0.731,0.693
-1.38,1.15,0.81
-1.707,1.424,0.879
-1.945,1.612,0.875
-1.994,1.691,0.826
-1.974,1.782,0.689
-1.939,1.882,0.475
-1.817,1.964,0.255
-1.582,1.888,0.029
-1.273,1.702,-0.155
-0.86,1.419,-0.287
-0.42,1.061,-0.37
0.016,0.729,-0.359
0.459,0.485,-0.448
0.885,0.225,-0.404
1.393,-0.098,-0.31
1.816,-0.454,-0.178
2.16,-0.808,-0.085
2.324,-1.097,-0.144
2.36,-1.325,-0.154
2.289,-1.473,-0.143
2.155,-1.534,-0.105
1.989,-1.497,-0.012
1.775,-1.404,0.077
1.496,-1.288,0.17
1.154,-1.157,0.098
0.805,-1.076,-0.014
0.552,-1.019,-0.162
0.328,-0.962,-0.175
0.107,-0.862,0.018
-0.124,-0.686,0.085
-0.368,-0.37,0.087
-0.598,-0.05,-0.035
-0.816,0.164,-0.024
-1.044,0.395,0.049
-1.278,0.507,0.168
-1.532,0.674,0.19
-1.679,0.779,0.106
-1.699,0.85,0.057
-1.608,0.917,0.122
-1.505,0.977,0.191
-1.416,1.067,0.146
-1.316,1.14,0.027
-1.274,1.104,-0.213
-1.093,0.834,-0.31
-0.819,0.519,-0.301
-0.537,0.14,-0.265
-0.273,-0.186,-0.278
-0.035,-0.416,-0.19
0.137,-0.428,-0.19
0.167,-0.322,-0.232
0.192,-0.105,-0.317
0.285,0.067,-0.362
0.464,0.187,-0.275
0.651,0.1,-0.113
0.74,0.025,0.002
0.827,-0.048,0.111
0.781,-0.078,0.21
0.665,-0.012,0.352
0.496,0.005,0.501
0.361,-0.042,0.56
0.229,-0.129,0.642
0.257,-0.349,0.684
0.33,-0.694,0.835
0.354,-0.929,0.888
0.333,-1.01,0.764
0.322,-0.968,0.452
0.402,-0.885,0.198
0.585,-0.755,0.031
0.704,-0.623,-0.064
0.788,-0.519,-0.144
0.853,-0.391,-0.398
1.003,-0.295,-0.648
1.039,-0.157,-0.9
1.019,0.04,-1.016
0.974,0.294,-1.135
0.908,0.541,-1.153
0.822,0.797,-1.095
0.655,1.025,-0.832
0.378,1.084,-0.462
0.023,1.139,-0.115
-0.377,1.187,0.197
-0.759,1.222,0.44
-1.094,1.168,0.608
-1.38,1.061,0.722
-1.587,0.911,0.781
-1.782,0.742,0.725
-1.911,0.486,0.601
-1.995,0.137,0.367
-1.983,-0.265,0.199
-1.946,-0.629,0.103
-1.827,-0.889,0.051
-1.665,-1.014,-0.065
-1.398,-1.071,-0.159
-1.091,-1.053,-0.238
-0.795,-0.979,-0.156
-0.484,-0.935,-0.091
-0.127,-0.929,-0.153
0.155,-0.919,-0.234
0.537,-0.927,-0.403
0.873,-0.98,-0.463
1.128,-1.007,-0.528
1.398,-0.925,-0.525
1.568,-0.751,-0.449
1.615,-0.457,-0.447
1.674,-0.148,-0.329
1.755,0.12,-0.144
1.824,0.34,0.045
1.836,0.536,0.295
1.776,0.666,0.415
1.58,0.678,0.432
1.207,0.72,0.295
0.746,0.816,0.113
0.312,0.897,-0.075
-0.002,1,-0.209
-0.232,1,-0.167
-0.398,0.939,0.023
-0.497,0.812,0.169
-0.642,0.707,0.173
-0.85,0.692,0.128
-0.994,0.722,0
-1.115,0.706,-0.066
-1.158,0.672,-0.056
-1.045,0.612,0.101
-0.971,0.541,0.225
-0.966,0.508,0.303
-0.953,0.509,0.244
-0.933,0.567,0.226
-0.848,0.569,0.165
-0.718,0.43,0.179
-0.541,0.213,0.285
-0.32,-0.042,0.308
-0.093,-0.313,0.37
0.068,-0.652,0.38
0.225,-1.059,0.405
0.317,-1.394,0.271
0.345,-1.605,0.009
0.379,-1.733,-0.245
0.409,-1.789,-0.401
0.503,-1.748,-0.417
0.63,-1.67,-0.359
0.719,-1.557,-0.306
0.779,-1.366,-0.31
0.8,-1.143,-0.348
0.79,-0.916,-0.311
0.789,-0.619,-0.184
0.78,-0.301,-0.098
0.766,0.069,-0.054
0.691,0.337,-0.065
0.61,0.533,0.03
0.464,0.728,0.026
0.27,0.918,-0.026
0.144,1.045,-0.113
0.064,1.14,-0.125
-0.053,1.28,-0.083
-0.173,1.434,-0.071
-0.263,1.527,-0.142
-0.314,1.562,-0.289
-0.42,1.558,-0.427
-0.526,1.562,-0.534
-0.55,1.515,-0.491
-0.499,1.337,-0.392
-0.434,1.068,-0.259
-0.374,0.739,-0.172
-0.363,0.372,-0.076
-0.453,-0.025,0.065
-0.537,-0.424,0.151
-0.638,-0.718,0.235
-0.687,-0.883,0.348
-0.727,-0.924,0.41
-0.685,-0.913,0.51
-0.63,-0.892,0.589
-0.567,-0.846,0.692
-0.531,-0.798,0.717
-0.58,-0.779,0.617
-0.584,-0.755,0.534
-0.537,-0.819,0.428
-0.395,-0.876,0.35
-0.083,-0.935,0.261
0.301,-0.975,0.271
0.683,-0.949,0.272
1.005,-0.793,0.167
1.191,-0.643,0.046
1.268,-0.461,-0.15
1.273,-0.372,-0.39
1.295,-0.356,-0.642
1.327,-0.551,-0.735
1.386,-0.835,-0.699
1.391,-1.06,-0.674
1.343,-1.071,-0.596
1.191,-0.81,-0.475
1.062,-0.418,-0.303
0.906,0.106,-0.075
0.704,0.705,0.178
0.548,1.18,0.419
0.203,1.524,0.519
-0.213,1.704,0.492
-0.639,1.79,0.356
-0.986,1.755,0.258
-1.267,1.761,0.124
-1.455,1.842,-0.007
-1.604,1.908,-0.114
-1.658,1.94,-0.189
-1.678,1.972,-0.224
-1.696,1.921,-0.162
-1.668,1.845,-0.076
-1.561,1.707,-0.016
-1.44,1.519,0.12
-1.361,1.268,0.172
-1.293,0.939,0.269
-1.192,0.488,0.214
-1.102,-0.014,0.08
-0.937,-0.498,-0.195
-0.698,-0.927,-0.365
-0.42,-1.218,-0.571
-0.021,-1.422,-0.58
0.359,-1.569,-0.455
0.695,-1.644,-0.262
0.945,-1.655,-0.028
1.167,-1.649,0.141
1.325,-1.675,0.306
1.485,-1.758,0.444
1.632,-1.774,0.546
1.755,-1.753,0.532
1.884,-1.658,0.464
1.973,-1.53,0.423
2.039,-1.252,0.343
2.002,-0.865,0.186
1.921,-0.449,0.011
1.81,-0.066,-0.221
1.612,0.179,-0.452
1.345,0.362,-0.694
1.023,0.376,-0.794
0.687,0.302,-0.864
0.328,0.28,-0.85
-0.027,0.262,-0.653
-0.338,0.441,-0.411
-0.607,0.6,-0.171
-0.793,0.724,0.062
-0.965,0.843,0.252
-1.114,0.875,0.468
-1.284,0.984,0.593
-1.458,1.099,0.654
-1.62,1.194,0.68
-1.79,1.199,0.619
-1.928,1.171,0.547
-1.947,1.085,0.392
-1.872,0.865,0.26
-1.69,0.57,0.151
-1.426,0.228,-0.003
-1.216,-0.041,-0.217
-1.006,-0.284,-0.442
-0.872,-0.519,-0.514
-0.755,-0.685,-0.566
-0.637,-0.779,-0.462
-0.513,-0.863,-0.342
-0.306,-0.854,-0.247
-0.098,-0.846,-0.146
0.22,-0.779,-0.087
0.499,-0.74,-0.109
0.786,-0.697,-0.154
1.085,-0.649,-0.298
1.277,-0.604,-0.374
1.391,-0.54,-0.437
1.456,-0.503,-0.349
1.472,-0.533,-0.261
1.505,-0.516,-0.163
1.57,-0.493,-0.046
1.532,-0.35,0.015
1.452,-0.119,0.054
1.351,0.136,0.063
1.159,0.424,0.078
0.978,0.691,0.114
0.709,0.901,0.148
0.377,1.078,0.137
0.041,1.227,0.157
-0.29,1.303,0.084
-0.533,1.292,0.08
-0.739,1.182,0.11
-0.907,0.976,0.154
-1.065,0.715,0.195
-1.181,0.417,0.244
-1.268,0.044,0.306
-1.342,-0.35,0.299
-1.423,-0.708,0.288
-1.388,-1.002,0.263
-1.255,-1.121,0.157
-1.023,-1.182,0.111
-0.69,-1.102,0.142
-0.336,-1.048,0.165
0.026,-0.915,0.107
0.423,-0.915,0.028
0.754,-0.998,-0.06
1.005,-1.065,-0.164
1.167,-1.065,-0.267
1.251,-1.036,-0.399
1.246,-0.951,-0.558
1.301,-0.808,-0.624
1.268,-0.637,-0.558
1.209,-0.427,-0.422
1.051,-0.239,-0.274
0.843,0.03,-0.111
0.574,0.413,0.072
0.262,0.802,0.236
-0.112,1.131,0.402
-0.549,1.448,0.468
-0.999,1.654,0.439
-1.396,1.759,0.382
-1.752,1.757,0.372
-1.978,1.721,0.343
-2.07,1.728,0.293
-1.998,1.659,0.299
-1.805,1.626,0.331
-1.611,1.553,0.328
-1.425,1.512,0.349
-1.173,1.426,0.213
-0.799,1.221,0.114
-0.402,0.991,0.004
0.039,0.657,-0.112
0.471,0.28,-0.26
0.936,-0.1,-0.431
1.339,-0.527,-0.522
1.762,-0.843,-0.544
2.103,-1.154,-0.562
2.36,-1.347,-0.524
2.478,-1.481,-0.433
2.616,-1.56,-0.245
2.617,-1.647,-0.016
2.441,-1.64,0.124
2.114,-1.534,0.257
1.679,-1.393,0.227
1.243,-1.317,0.163
0.759,-1.267,0.098
0.262,-1.219,0.046
-0.247,-1.062,-0.005
-0.72,-0.912,-0.061
-1.111,-0.704,-0.046
-1.487,-0.48,-0.037
-1.843,-0.185,0.056
-2.12,0.185,0.107
-2.284,0.569,0.268
-2.331,0.884,0.371
-2.297,1.127,0.462
-2.213,1.256,0.459
-2.056,1.293,0.349
-1.85,1.236,0.158
-1.597,1.263,-0.075
-1.314,1.237,-0.296
-0.915,1.213,-0.431
-0.451,1.212,-0.519
-0.009,1.213,-0.495
0.333,1.136,-0.509
0.569,1.075,-0.506
0.668,0.904,-0.537
0.764,0.637,-0.594
0.854,0.337,-0.473
0.954,0.042,-0.311
1.114,-0.17,-0.053
1.272,-0.31,0.171
1.393,-0.37,0.378
1.395,-0.368,0.489
1.32,-0.374,0.547
1.04,-0.379,0.49
0.771,-0.401,0.356
0.512,-0.389,0.245
0.347,-0.409,0.111
0.22,-0.497,0.113
0.19,-0.629,0.135
0.148,-0.793,0.102
0.117,-0.914,-0.004
0.106,-1.029,-0.067
0.118,-1.135,-0.144
0.216,-1.183,-0.067
0.352,-1.219,0.023
0.444,-1.163,0.109
0.521,-0.986,0.082
0.547,-0.835,0.102
0.508,-0.734,-0.01
0.379,-0.651,-0.079
0.276,-0.525,-0.285
0.218,-0.323,-0.493
0.174,-0.093,-0.548
0.117,0.235,-0.433
0.001,0.557,-0.317
-0.146,0.851,-0.277
-0.423,0.972,-0.227
-0.762,1.092,-0.271
-1.141,1.093,-0.271
-1.487,1.088,-0.205
-1.713,1.105,-0.012
-1.758,1.093,0.304
-1.775,1.124,0.573
-1.773,1.178,0.718
-1.749,1.222,0.792
-1.685,1.185,0.783
-1.538,1.033,0.817
-1.363,0.82,0.724
-1.083,0.676,0.562
-0.812,0.594,0.46
-0.434,0.461,0.292
-0.028,0.256,0.201
0.363,0.082,0.029
0.783,-0.183,-0.268
1.154,-0.416,-0.47
1.536,-0.694,-0.567
1.881,-0.893,-0.593
2.129,-1.043,-0.567
2.322,-1.113,-0.558
2.413,-1.163,-0.522
2.386,-1.257,-0.528
2.198,-1.316,-0.541
1.958,-1.423,-0.605
1.675,-1.512,-0.639
1.448,-1.514,-0.563
1.256,-1.466,-0.347
1.071,-1.358,-0.018
0.865,-1.185,0.319
0.573,-1.013,0.561
0.226,-0.832,0.649
-0.201,-0.62,0.698
-0.681,-0.442,0.632
-1.12,-0.289,0.532
-1.493,-0.139,0.451
-1.812,-0.052,0.464
-2.088,0.122,0.497
-2.258,0.374,0.429
-2.296,0.643,0.369
-2.132,0.956,0.262
-1.887,1.213,0.161
-1.583,1.404,0.084
-1.261,1.527,0.019
-0.91,1.581,-0.111
-0.6,1.601,-0.267
-0.328,1.619,-0.436
-0.047,1.608,-0.578
0.297,1.519,-0.722
0.582,1.339,-0.786
0.814,1.178,-0.804
0.972,1.025,-0.828
1.007,0.935,-0.787
1.011,0.803,-0.719
0.993,0.693,-0.471
0.968,0.575,-0.193
0.887,0.397,0.148
0.742,0.173,0.368
0.612,-0.029,0.558
0.453,-0.3,0.664
0.295,-0.563,0.661
0.185,-0.85,0.627
0.127,-1.195,0.578
0.073,-1.449,0.494
-0.015,-1.577,0.409
-0.155,-1.604,0.258
-0.358,-1.565,0.136
-0.502,-1.42,-0.039
-0.552,-1.229,-0.214
-0.549,-1.089,-0.348
-0.467,-1.032,-0.416
-0.283,-0.979,-0.442
-0.097,-0.974,-0.438
0.089,-0.953,-0.42
0.174,-0.903,-0.376
0.34,-0.749,-0.361
0.463,-0.565,-0.347
0.571,-0.293,-0.292
0.639,0.005,-0.229
0.708,0.271,-0.253
0.736,0.534,-0.168
0.733,0.801,-0.056
0.642,1.099,0.071
0.506,1.329,0.183
0.378,1.509,0.233
0.249,1.616,0.285
0.146,1.673,0.356
0.065,1.676,0.385
-0.011,1.617,0.493
-0.118,1.481,0.487
-0.224,1.309,0.464
-0.4,1.109,0.412
-0.534,0.9,0.356
-0.661,0.727,0.299
-0.748,0.473,0.224
